y,x,street_count,highway,ref,geometry
27.4767624,-99.4736311,3,,,POINT (-99.4736311 27.4767624)
27.4776876,-99.4725913,3,,,POINT (-99.4725913 27.4776876)
27.484134,-99.4678422,2,,,POINT (-99.4678422 27.484134)
27.4721824,-99.4746139,3,,,POINT (-99.4746139 27.4721824)
27.4721874,-99.4735846,3,,,POINT (-99.4735846 27.4721874)
27.4721924,-99.4725553,3,,,POINT (-99.4725553 27.4721924)
27.4760327,-99.4591203,3,,,POINT (-99.4591203 27.4760327)
27.4766814,-99.4592858,3,,,POINT (-99.4592858 27.4766814)
27.4766105,-99.4586038,3,,,POINT (-99.4586038 27.4766105)
27.4809373,-99.4525374,3,,,POINT (-99.4525374 27.4809373)
27.4801189,-99.4563155,3,,,POINT (-99.4563155 27.4801189)
27.4800355,-99.4569539,3,,,POINT (-99.4569539 27.4800355)
27.4795862,-99.4566575,3,,,POINT (-99.4566575 27.4795862)
27.4775445,-99.4474776,3,,,POINT (-99.4474776 27.4775445)
27.4773903,-99.4467974,3,,,POINT (-99.4467974 27.4773903)
27.4758315,-99.452955,3,,,POINT (-99.452955 27.4758315)
27.4763838,-99.4547021,3,,,POINT (-99.4547021 27.4763838)
27.4763284,-99.4529556,3,,,POINT (-99.4529556 27.4763284)
27.4773109,-99.4529932,3,,,POINT (-99.4529932 27.4773109)
27.4766955,-99.4540666,3,,,POINT (-99.4540666 27.4766955)
27.4767987,-99.452977,1,turning_circle,,POINT (-99.452977 27.4767987)
27.4827124,-99.4486689,3,,,POINT (-99.4486689 27.4827124)
27.4828262,-99.4474037,3,,,POINT (-99.4474037 27.4828262)
27.4813495,-99.4473656,3,,,POINT (-99.4473656 27.4813495)
27.4813731,-99.4456266,3,,,POINT (-99.4456266 27.4813731)
27.4813327,-99.4482671,1,turning_circle,,POINT (-99.4482671 27.4813327)
27.4820904,-99.4473831,4,,,POINT (-99.4473831 27.4820904)
27.4820688,-99.4482749,1,turning_circle,,POINT (-99.4482749 27.4820688)
27.4821389,-99.444547,3,,,POINT (-99.444547 27.4821389)
27.4828415,-99.446721,3,,,POINT (-99.446721 27.4828415)
27.4835874,-99.4467491,3,,,POINT (-99.4467491 27.4835874)
27.4956812,-99.4490828,3,traffic_signals,,POINT (-99.4490828 27.4956812)
27.4924362,-99.4481089,4,,,POINT (-99.4481089 27.4924362)
27.4964864,-99.4649607,4,,,POINT (-99.4649607 27.4964864)
27.4703425,-99.4770154,3,,,POINT (-99.4770154 27.4703425)
27.4694401,-99.4772121,3,,,POINT (-99.4772121 27.4694401)
27.4632083,-99.4774488,4,traffic_signals,,POINT (-99.4774488 27.4632083)
27.4609539,-99.4775086,5,,,POINT (-99.4775086 27.4609539)
27.4478062,-99.4782697,4,traffic_signals,,POINT (-99.4782697 27.4478062)
27.4477998,-99.4779657,4,traffic_signals,,POINT (-99.4779657 27.4477998)
27.4657586,-99.4772642,3,,,POINT (-99.4772642 27.4657586)
27.4666803,-99.4773306,3,,,POINT (-99.4773306 27.4666803)
27.4675835,-99.4773448,3,,,POINT (-99.4773448 27.4675835)
27.4684965,-99.4773234,3,,,POINT (-99.4773234 27.4684965)
27.4515677,-99.4775733,5,traffic_signals,,POINT (-99.4775733 27.4515677)
27.4515273,-99.4778916,4,traffic_signals,,POINT (-99.4778916 27.4515273)
27.4560499,-99.477648,3,,,POINT (-99.477648 27.4560499)
27.455959,-99.4799299,3,,,POINT (-99.4799299 27.455959)
27.460953,-99.4771966,3,,,POINT (-99.4771966 27.460953)
27.4721791,-99.4762811,4,traffic_signals,,POINT (-99.4762811 27.4721791)
27.5286617,-99.4711906,3,,,POINT (-99.4711906 27.5286617)
27.4934882,-99.4537885,5,traffic_signals,,POINT (-99.4537885 27.4934882)
27.4894914,-99.4532974,4,,,POINT (-99.4532974 27.4894914)
27.4905981,-99.4532925,3,,,POINT (-99.4532925 27.4905981)
27.4920901,-99.4532855,4,,,POINT (-99.4532855 27.4920901)
27.4920904,-99.4534126,3,,,POINT (-99.4534126 27.4920904)
27.490598,-99.4534186,4,,,POINT (-99.4534186 27.490598)
27.4894897,-99.4534229,3,,,POINT (-99.4534229 27.4894897)
27.4836545,-99.4570726,3,,,POINT (-99.4570726 27.4836545)
27.4813442,-99.4570329,3,,,POINT (-99.4570329 27.4813442)
27.4834264,-99.4565989,3,,,POINT (-99.4565989 27.4834264)
27.483315,-99.4570658,3,,,POINT (-99.4570658 27.483315)
27.4826017,-99.4570528,3,,,POINT (-99.4570528 27.4826017)
27.4827014,-99.4561517,3,,,POINT (-99.4561517 27.4827014)
27.4786598,-99.4573699,1,turning_circle,,POINT (-99.4573699 27.4786598)
27.4712777,-99.471519,3,,,POINT (-99.471519 27.4712777)
27.4786078,-99.4745766,3,,,POINT (-99.4745766 27.4786078)
27.4955799,-99.4682544,1,,,POINT (-99.4682544 27.4955799)
27.5000951,-99.4649564,3,,,POINT (-99.4649564 27.5000951)
27.5010482,-99.4590359,1,turning_circle,,POINT (-99.4590359 27.5010482)
27.5004803,-99.456835,1,turning_circle,,POINT (-99.456835 27.5004803)
27.4997359,-99.4564678,1,turning_circle,,POINT (-99.4564678 27.4997359)
27.4896964,-99.4534221,4,,,POINT (-99.4534221 27.4896964)
27.4896954,-99.4535477,1,,,POINT (-99.4535477 27.4896954)
27.5342314,-99.5138127,1,,,POINT (-99.5138127 27.5342314)
27.5273614,-99.5138688,3,,,POINT (-99.5138688 27.5273614)
27.5116697,-99.5026609,3,,,POINT (-99.5026609 27.5116697)
27.518973,-99.5015196,3,,,POINT (-99.5015196 27.518973)
27.5174858,-99.5034782,3,,,POINT (-99.5034782 27.5174858)
27.5574803,-99.5032048,3,,,POINT (-99.5032048 27.5574803)
27.5600461,-99.5034833,3,,,POINT (-99.5034833 27.5600461)
27.5647214,-99.5026478,4,,,POINT (-99.5026478 27.5647214)
27.5735538,-99.4904937,3,,,POINT (-99.4904937 27.5735538)
27.5723371,-99.4915767,3,,,POINT (-99.4915767 27.5723371)
27.5737068,-99.4922315,3,,,POINT (-99.4922315 27.5737068)
27.5754548,-99.4897385,3,,,POINT (-99.4897385 27.5754548)
27.5746095,-99.4919852,3,,,POINT (-99.4919852 27.5746095)
27.5749448,-99.4921491,1,,,POINT (-99.4921491 27.5749448)
27.5787314,-99.4978217,4,,,POINT (-99.4978217 27.5787314)
27.5769535,-99.4981,3,,,POINT (-99.4981 27.5769535)
27.5770367,-99.4983814,3,,,POINT (-99.4983814 27.5770367)
27.5769328,-99.4976729,3,,,POINT (-99.4976729 27.5769328)
27.5766162,-99.4975515,3,,,POINT (-99.4975515 27.5766162)
27.5743716,-99.4992324,3,,,POINT (-99.4992324 27.5743716)
27.5741298,-99.4994742,1,,,POINT (-99.4994742 27.5741298)
27.5746048,-99.498591,3,,,POINT (-99.498591 27.5746048)
27.5749772,-99.4984961,3,,,POINT (-99.4984961 27.5749772)
27.5783498,-99.4964448,3,,,POINT (-99.4964448 27.5783498)
27.5766643,-99.4972565,3,,,POINT (-99.4972565 27.5766643)
27.4153657,-99.4806945,4,,,POINT (-99.4806945 27.4153657)
27.4062365,-99.4803647,3,,,POINT (-99.4803647 27.4062365)
27.4035269,-99.4795612,4,,,POINT (-99.4795612 27.4035269)
27.3930185,-99.4765092,4,,,POINT (-99.4765092 27.3930185)
27.3864529,-99.4746076,4,,,POINT (-99.4746076 27.3864529)
27.3716612,-99.4665369,3,,,POINT (-99.4665369 27.3716612)
27.3865283,-99.4742986,3,,,POINT (-99.4742986 27.3865283)
27.3923292,-99.4759858,3,,,POINT (-99.4759858 27.3923292)
27.3930986,-99.4762057,3,,,POINT (-99.4762057 27.3930986)
27.4153598,-99.4803816,4,,,POINT (-99.4803816 27.4153598)
27.4362076,-99.479449,3,,,POINT (-99.479449 27.4362076)
27.441638,-99.4785807,4,,,POINT (-99.4785807 27.441638)
27.4315409,-99.4799143,4,traffic_signals,,POINT (-99.4799143 27.4315409)
27.4207417,-99.4802614,3,,,POINT (-99.4802614 27.4207417)
27.4004542,-99.4786891,4,,,POINT (-99.4786891 27.4004542)
27.4005264,-99.4783722,4,,,POINT (-99.4783722 27.4005264)
27.3864075,-99.4748103,3,,,POINT (-99.4748103 27.3864075)
27.3778169,-99.4715841,3,,,POINT (-99.4715841 27.3778169)
27.3773067,-99.4708959,3,,,POINT (-99.4708959 27.3773067)
27.374628,-99.4692193,3,,,POINT (-99.4692193 27.374628)
27.3734553,-99.4678911,3,,,POINT (-99.4678911 27.3734553)
27.3732936,-99.4681449,4,,,POINT (-99.4681449 27.3732936)
27.3722342,-99.4705287,4,,,POINT (-99.4705287 27.3722342)
27.3721705,-99.4792065,4,,,POINT (-99.4792065 27.3721705)
27.3721097,-99.4839242,4,,,POINT (-99.4839242 27.3721097)
27.3720356,-99.4891023,3,turning_circle,,POINT (-99.4891023 27.3720356)
27.4267572,-99.4802474,4,,,POINT (-99.4802474 27.4267572)
27.4267458,-99.4799394,4,,,POINT (-99.4799394 27.4267458)
27.426773,-99.4796648,3,,,POINT (-99.4796648 27.426773)
27.4283431,-99.4751068,1,,,POINT (-99.4751068 27.4283431)
27.4288781,-99.4730802,3,,,POINT (-99.4730802 27.4288781)
27.4284786,-99.4751078,3,,,POINT (-99.4751078 27.4284786)
27.4284831,-99.4746312,3,,,POINT (-99.4746312 27.4284831)
27.4285477,-99.471534,3,,,POINT (-99.471534 27.4285477)
27.4285557,-99.4711487,1,,,POINT (-99.4711487 27.4285557)
27.429069,-99.4631546,3,,,POINT (-99.4631546 27.429069)
27.4412389,-99.4783081,1,,,POINT (-99.4783081 27.4412389)
27.4374435,-99.4793231,4,traffic_signals,,POINT (-99.4793231 27.4374435)
27.4374477,-99.4790108,4,traffic_signals,,POINT (-99.4790108 27.4374477)
27.4374525,-99.4786633,3,,,POINT (-99.4786633 27.4374525)
27.44164,-99.4788979,4,,,POINT (-99.4788979 27.44164)
27.4383432,-99.4927394,3,,,POINT (-99.4927394 27.4383432)
27.4433421,-99.4839653,3,,,POINT (-99.4839653 27.4433421)
27.4455808,-99.4847652,3,,,POINT (-99.4847652 27.4455808)
27.4448367,-99.4817873,3,,,POINT (-99.4817873 27.4448367)
27.4452728,-99.4803925,3,,,POINT (-99.4803925 27.4452728)
27.4486599,-99.4850493,3,,,POINT (-99.4850493 27.4486599)
27.4448809,-99.4785703,4,traffic_signals,,POINT (-99.4785703 27.4448809)
27.4448803,-99.4782667,4,traffic_signals,,POINT (-99.4782667 27.4448803)
27.4513916,-99.4845797,3,,,POINT (-99.4845797 27.4513916)
27.4476963,-99.4754197,3,,,POINT (-99.4754197 27.4476963)
27.4455502,-99.467886,1,turning_circle,,POINT (-99.467886 27.4455502)
27.4498955,-99.4649623,3,,,POINT (-99.4649623 27.4498955)
27.4499035,-99.4641289,3,,,POINT (-99.4641289 27.4499035)
27.4499196,-99.4624717,3,,,POINT (-99.4624717 27.4499196)
27.4498748,-99.4699587,3,,,POINT (-99.4699587 27.4498748)
27.4498798,-99.4691242,3,,,POINT (-99.4691242 27.4498798)
27.4498633,-99.4682896,3,,,POINT (-99.4682896 27.4498633)
27.4498713,-99.4674613,3,,,POINT (-99.4674613 27.4498713)
27.4498794,-99.4666266,3,,,POINT (-99.4666266 27.4498794)
27.4498874,-99.4657924,3,,,POINT (-99.4657924 27.4498874)
27.4408793,-99.4596567,3,,,POINT (-99.4596567 27.4408793)
27.4606213,-99.4823295,1,,,POINT (-99.4823295 27.4606213)
27.4576453,-99.480761,3,,,POINT (-99.480761 27.4576453)
27.4569832,-99.4801883,1,,,POINT (-99.4801883 27.4569832)
27.4569756,-99.4807699,4,,,POINT (-99.4807699 27.4569756)
27.4558965,-99.4817648,1,,,POINT (-99.4817648 27.4558965)
27.4565088,-99.4817725,3,,,POINT (-99.4817725 27.4565088)
27.4576414,-99.4800582,1,,,POINT (-99.4800582 27.4576414)
27.4352936,-99.484041,3,,,POINT (-99.484041 27.4352936)
27.435354,-99.4795342,3,,,POINT (-99.4795342 27.435354)
27.4353318,-99.4811199,4,,,POINT (-99.4811199 27.4353318)
27.436615,-99.4840738,3,,,POINT (-99.4840738 27.436615)
27.4359151,-99.4811336,3,,,POINT (-99.4811336 27.4359151)
27.4358742,-99.4840537,3,,,POINT (-99.4840537 27.4358742)
27.43537,-99.4868988,4,,,POINT (-99.4868988 27.43537)
27.4364664,-99.4848033,1,turning_circle,,POINT (-99.4848033 27.4364664)
27.4364542,-99.4857812,3,,,POINT (-99.4857812 27.4364542)
27.435273,-99.4857564,3,,,POINT (-99.4857564 27.435273)
27.4357284,-99.4857658,3,,,POINT (-99.4857658 27.4357284)
27.4357401,-99.4847887,1,turning_circle,,POINT (-99.4847887 27.4357401)
27.4322907,-99.4840738,3,,,POINT (-99.4840738 27.4322907)
27.4322304,-99.487723,4,,,POINT (-99.487723 27.4322304)
27.4322239,-99.4882122,3,,,POINT (-99.4882122 27.4322239)
27.5007127,-99.4692405,3,,,POINT (-99.4692405 27.5007127)
27.5036839,-99.4731893,1,,,POINT (-99.4731893 27.5036839)
27.5089289,-99.5181781,3,,,POINT (-99.5181781 27.5089289)
27.5086851,-99.5181849,3,,,POINT (-99.5181849 27.5086851)
27.5089304,-99.5161145,3,,,POINT (-99.5161145 27.5089304)
27.5093756,-99.4955126,1,,,POINT (-99.4955126 27.5093756)
27.5088822,-99.5144263,3,,,POINT (-99.5144263 27.5088822)
27.5089242,-99.5151732,3,,,POINT (-99.5151732 27.5089242)
27.5672616,-99.5010679,4,,,POINT (-99.5010679 27.5672616)
27.5671271,-99.5010625,4,,,POINT (-99.5010625 27.5671271)
27.5785871,-99.49787,3,,,POINT (-99.49787 27.5785871)
27.5838834,-99.4993716,3,,,POINT (-99.4993716 27.5838834)
27.5818866,-99.4998429,3,,,POINT (-99.4998429 27.5818866)
27.4482118,-99.4546937,1,,,POINT (-99.4546937 27.4482118)
27.4965317,-99.4695281,3,traffic_signals,,POINT (-99.4695281 27.4965317)
27.4955806,-99.4697431,4,traffic_signals,,POINT (-99.4697431 27.4955806)
27.4923727,-99.4711958,4,,,POINT (-99.4711958 27.4923727)
27.4914483,-99.4715753,3,,,POINT (-99.4715753 27.4914483)
27.4914577,-99.4714438,3,,,POINT (-99.4714438 27.4914577)
27.4905308,-99.471505,3,,,POINT (-99.471505 27.4905308)
27.4896024,-99.4716244,5,traffic_signals,,POINT (-99.4716244 27.4896024)
27.4923589,-99.471338,4,,,POINT (-99.471338 27.4923589)
27.4905358,-99.4716304,3,,,POINT (-99.4716304 27.4905358)
27.47493,-99.4751897,4,traffic_signals,,POINT (-99.4751897 27.47493)
27.4749292,-99.4753709,4,traffic_signals,,POINT (-99.4753709 27.4749292)
27.4804455,-99.473346,4,traffic_signals,,POINT (-99.473346 27.4804455)
27.4804467,-99.4731977,4,traffic_signals,,POINT (-99.4731977 27.4804467)
27.481366,-99.4729968,3,,,POINT (-99.4729968 27.481366)
27.481355,-99.4728509,3,,,POINT (-99.4728509 27.481355)
27.4822682,-99.4726488,3,,,POINT (-99.4726488 27.4822682)
27.482265,-99.4724999,3,,,POINT (-99.4724999 27.482265)
27.4831916,-99.472322,3,,,POINT (-99.472322 27.4831916)
27.4831922,-99.4721703,3,,,POINT (-99.4721703 27.4831922)
27.4840967,-99.4719896,4,traffic_signals,,POINT (-99.4719896 27.4840967)
27.4850226,-99.4717478,3,traffic_signals,,POINT (-99.4717478 27.4850226)
27.4850231,-99.4716154,4,traffic_signals,,POINT (-99.4716154 27.4850231)
27.4859459,-99.4714947,3,,,POINT (-99.4714947 27.4859459)
27.4859349,-99.4716265,3,,,POINT (-99.4716265 27.4859349)
27.4868642,-99.4716062,3,,,POINT (-99.4716062 27.4868642)
27.486867,-99.4714793,4,,,POINT (-99.4714793 27.486867)
27.4877874,-99.4716134,3,,,POINT (-99.4716134 27.4877874)
27.4877819,-99.4714926,3,,,POINT (-99.4714926 27.4877819)
27.4886901,-99.4714859,3,,,POINT (-99.4714859 27.4886901)
27.4785933,-99.473997,3,,,POINT (-99.473997 27.4785933)
27.4758568,-99.4748528,3,,,POINT (-99.4748528 27.4758568)
27.4767651,-99.4745228,3,,,POINT (-99.4745228 27.4767651)
27.4795158,-99.4735155,3,,,POINT (-99.4735155 27.4795158)
27.4840715,-99.4718627,3,traffic_signals,,POINT (-99.4718627 27.4840715)
27.4892067,-99.4714913,3,,,POINT (-99.4714913 27.4892067)
27.4899644,-99.4714991,3,,,POINT (-99.4714991 27.4899644)
27.4896561,-99.471024,3,,,POINT (-99.471024 27.4896561)
27.5482032,-99.4739335,3,,,POINT (-99.4739335 27.5482032)
27.5008779,-99.5213552,3,,,POINT (-99.5213552 27.5008779)
27.5773592,-99.5218838,3,,,POINT (-99.5218838 27.5773592)
27.5170863,-99.5015429,3,,,POINT (-99.5015429 27.5170863)
27.5705325,-99.5025932,3,,,POINT (-99.5025932 27.5705325)
27.5674261,-99.5011656,4,,,POINT (-99.5011656 27.5674261)
27.5672271,-99.5012864,3,,,POINT (-99.5012864 27.5672271)
27.5680445,-99.5011942,4,,,POINT (-99.5011942 27.5680445)
27.5695501,-99.5014825,4,,,POINT (-99.5014825 27.5695501)
27.5721363,-99.501439,3,,,POINT (-99.501439 27.5721363)
27.57213,-99.5022038,3,,,POINT (-99.5022038 27.57213)
27.5688235,-99.5012643,3,,,POINT (-99.5012643 27.5688235)
27.5688523,-99.4988597,3,,,POINT (-99.4988597 27.5688523)
27.6077041,-99.4987477,3,,,POINT (-99.4987477 27.6077041)
27.688837,-99.4613289,3,,,POINT (-99.4613289 27.688837)
27.5019827,-99.4629108,1,,,POINT (-99.4629108 27.5019827)
27.5009647,-99.4481743,3,,,POINT (-99.4481743 27.5009647)
27.5611546,-99.4376857,3,,,POINT (-99.4376857 27.5611546)
27.615182,-99.5276578,3,,,POINT (-99.5276578 27.615182)
27.5991834,-99.5340832,1,,,POINT (-99.5340832 27.5991834)
27.6069434,-99.5312713,5,,,POINT (-99.5312713 27.6069434)
27.6056144,-99.5306432,3,,,POINT (-99.5306432 27.6056144)
27.6017464,-99.5253117,3,,,POINT (-99.5253117 27.6017464)
27.5967618,-99.5266523,4,,,POINT (-99.5266523 27.5967618)
27.5967716,-99.5201949,3,,,POINT (-99.5201949 27.5967716)
27.5971215,-99.5192266,4,,,POINT (-99.5192266 27.5971215)
27.5973199,-99.5183709,3,,,POINT (-99.5183709 27.5973199)
27.5984815,-99.5153072,4,traffic_signals,,POINT (-99.5153072 27.5984815)
27.5985401,-99.5151592,3,traffic_signals,,POINT (-99.5151592 27.5985401)
27.598653,-99.5152139,3,traffic_signals,,POINT (-99.5152139 27.598653)
27.5985989,-99.515362,4,traffic_signals,,POINT (-99.515362 27.5985989)
27.5951376,-99.5172856,3,,,POINT (-99.5172856 27.5951376)
27.474008,-99.4755374,3,,,POINT (-99.4755374 27.474008)
27.4937532,-99.4834607,1,,,POINT (-99.4834607 27.4937532)
27.5153348,-99.5181027,3,,,POINT (-99.5181027 27.5153348)
27.5519571,-99.4431422,3,,,POINT (-99.4431422 27.5519571)
27.5514438,-99.4429741,1,turning_circle,,POINT (-99.4429741 27.5514438)
27.5613696,-99.4558135,3,,,POINT (-99.4558135 27.5613696)
27.5568173,-99.4558068,3,,,POINT (-99.4558068 27.5568173)
27.557079,-99.4537101,3,,,POINT (-99.4537101 27.557079)
27.5599512,-99.4557951,3,,,POINT (-99.4557951 27.5599512)
27.5600474,-99.4536498,3,,,POINT (-99.4536498 27.5600474)
27.6016807,-99.4481351,3,traffic_signals,,POINT (-99.4481351 27.6016807)
27.5990028,-99.4532282,4,,,POINT (-99.4532282 27.5990028)
27.6180485,-99.4649085,5,,,POINT (-99.4649085 27.6180485)
27.6181268,-99.4650299,4,,,POINT (-99.4650299 27.6181268)
27.619931,-99.466123,3,,,POINT (-99.466123 27.619931)
27.61871,-99.4593344,5,,,POINT (-99.4593344 27.61871)
27.619892,-99.4634413,4,,,POINT (-99.4634413 27.619892)
27.6199682,-99.4635539,4,,,POINT (-99.4635539 27.6199682)
27.6206198,-99.464816,4,,,POINT (-99.464816 27.6206198)
27.6107318,-99.4777433,4,,,POINT (-99.4777433 27.6107318)
27.6069197,-99.4934927,4,,,POINT (-99.4934927 27.6069197)
27.6066005,-99.4940874,4,,,POINT (-99.4940874 27.6066005)
27.6068663,-99.4950821,4,,,POINT (-99.4950821 27.6068663)
27.6084307,-99.4946521,4,,,POINT (-99.4946521 27.6084307)
27.6082141,-99.4936078,4,,,POINT (-99.4936078 27.6082141)
27.6074038,-99.4955745,4,,,POINT (-99.4955745 27.6074038)
27.6081276,-99.4951241,4,,,POINT (-99.4951241 27.6081276)
27.601592,-99.448259,4,traffic_signals,,POINT (-99.448259 27.601592)
27.6037446,-99.4538089,4,,,POINT (-99.4538089 27.6037446)
27.5996346,-99.4515026,4,,,POINT (-99.4515026 27.5996346)
27.5987788,-99.4509609,3,,,POINT (-99.4509609 27.5987788)
27.6035441,-99.4549226,4,,,POINT (-99.4549226 27.6035441)
27.6044506,-99.4525768,3,,,POINT (-99.4525768 27.6044506)
27.6021843,-99.4546727,1,turning_circle,,POINT (-99.4546727 27.6021843)
27.5967521,-99.4539281,3,,,POINT (-99.4539281 27.5967521)
27.5985581,-99.4530165,3,,,POINT (-99.4530165 27.5985581)
27.5978642,-99.4505947,3,,,POINT (-99.4505947 27.5978642)
27.5984755,-99.4512947,4,,,POINT (-99.4512947 27.5984755)
27.5953398,-99.4572426,3,,,POINT (-99.4572426 27.5953398)
27.5960031,-99.4573582,3,,,POINT (-99.4573582 27.5960031)
27.5970325,-99.4574546,3,,,POINT (-99.4574546 27.5970325)
27.5903609,-99.4624296,1,,,POINT (-99.4624296 27.5903609)
27.5900897,-99.4636099,3,,,POINT (-99.4636099 27.5900897)
27.5900045,-99.4640607,3,,,POINT (-99.4640607 27.5900045)
27.6167776,-99.4620105,3,,,POINT (-99.4620105 27.6167776)
27.6176693,-99.4601494,3,,,POINT (-99.4601494 27.6176693)
27.6176319,-99.4615724,3,,,POINT (-99.4615724 27.6176319)
27.6183811,-99.4617903,3,,,POINT (-99.4617903 27.6183811)
27.5998308,-99.4892021,3,,,POINT (-99.4892021 27.5998308)
27.5990718,-99.4883652,3,,,POINT (-99.4883652 27.5990718)
27.5995467,-99.4876996,3,,,POINT (-99.4876996 27.5995467)
27.5980349,-99.4501275,1,turning_circle,,POINT (-99.4501275 27.5980349)
27.6183254,-99.4608325,3,,,POINT (-99.4608325 27.6183254)
27.6188503,-99.4609237,4,,,POINT (-99.4609237 27.6188503)
27.6193505,-99.4610141,3,,,POINT (-99.4610141 27.6193505)
27.6053582,-99.4825966,3,,,POINT (-99.4825966 27.6053582)
27.6054196,-99.4828192,4,,,POINT (-99.4828192 27.6054196)
27.6207104,-99.4674665,3,,,POINT (-99.4674665 27.6207104)
27.5316708,-99.4389456,3,,,POINT (-99.4389456 27.5316708)
27.5317484,-99.4380356,3,,,POINT (-99.4380356 27.5317484)
27.5317652,-99.4371884,3,,,POINT (-99.4371884 27.5317652)
27.5317785,-99.4364233,3,,,POINT (-99.4364233 27.5317785)
27.5313903,-99.4389072,1,turning_circle,,POINT (-99.4389072 27.5313903)
27.53126,-99.4380317,1,turning_circle,,POINT (-99.4380317 27.53126)
27.5315251,-99.4355738,1,turning_circle,,POINT (-99.4355738 27.5315251)
27.5318874,-99.4356233,3,,,POINT (-99.4356233 27.5318874)
27.5319119,-99.4345783,3,,,POINT (-99.4345783 27.5319119)
27.531637,-99.4308307,1,turning_circle,,POINT (-99.4308307 27.531637)
27.5311318,-99.4345726,3,,,POINT (-99.4345726 27.5311318)
27.5461178,-99.4412713,3,,,POINT (-99.4412713 27.5461178)
27.6014077,-99.4531646,3,,,POINT (-99.4531646 27.6014077)
27.6002127,-99.4533321,3,,,POINT (-99.4533321 27.6002127)
27.5994345,-99.4534273,3,,,POINT (-99.4534273 27.5994345)
27.6047744,-99.4534194,1,turning_circle,,POINT (-99.4534194 27.6047744)
27.6049894,-99.4530588,3,,,POINT (-99.4530588 27.6049894)
27.6006138,-99.4526726,3,,,POINT (-99.4526726 27.6006138)
27.6027196,-99.4533063,3,,,POINT (-99.4533063 27.6027196)
27.6034616,-99.4526587,3,,,POINT (-99.4526587 27.6034616)
27.6031006,-99.4534919,3,,,POINT (-99.4534919 27.6031006)
27.6212089,-99.4601355,3,,,POINT (-99.4601355 27.6212089)
27.6202627,-99.4615452,3,,,POINT (-99.4615452 27.6202627)
27.5524596,-99.4717729,4,traffic_signals,,POINT (-99.4717729 27.5524596)
27.5598583,-99.4674306,3,,,POINT (-99.4674306 27.5598583)
27.6020646,-99.4842012,4,,,POINT (-99.4842012 27.6020646)
27.6022364,-99.4823765,1,turning_circle,,POINT (-99.4823765 27.6022364)
27.5966892,-99.4876296,3,,,POINT (-99.4876296 27.5966892)
27.5950966,-99.4868571,3,,,POINT (-99.4868571 27.5950966)
27.5939593,-99.4841604,3,,,POINT (-99.4841604 27.5939593)
27.5708628,-99.505109,1,turning_circle,,POINT (-99.505109 27.5708628)
27.5726194,-99.5042234,3,,,POINT (-99.5042234 27.5726194)
27.5520847,-99.4425926,3,,,POINT (-99.4425926 27.5520847)
27.5533056,-99.4422889,3,,,POINT (-99.4422889 27.5533056)
27.5547561,-99.4444128,3,,,POINT (-99.4444128 27.5547561)
27.5562394,-99.4432784,3,,,POINT (-99.4432784 27.5562394)
27.5556349,-99.4430676,3,,,POINT (-99.4430676 27.5556349)
27.5555074,-99.4437336,3,,,POINT (-99.4437336 27.5555074)
27.5561911,-99.4444205,3,,,POINT (-99.4444205 27.5561911)
27.5569769,-99.4420458,1,turning_circle,,POINT (-99.4420458 27.5569769)
27.5567706,-99.4423612,3,,,POINT (-99.4423612 27.5567706)
27.5608896,-99.4353748,3,,,POINT (-99.4353748 27.5608896)
27.5606166,-99.4375375,1,turning_circle,,POINT (-99.4375375 27.5606166)
27.5595718,-99.4356544,1,turning_circle,,POINT (-99.4356544 27.5595718)
27.561422,-99.4353817,4,,,POINT (-99.4353817 27.561422)
27.5599698,-99.4368209,1,turning_circle,,POINT (-99.4368209 27.5599698)
27.5599457,-99.4366354,3,,,POINT (-99.4366354 27.5599457)
27.5608556,-99.4329756,3,,,POINT (-99.4329756 27.5608556)
27.5614522,-99.4327936,4,,,POINT (-99.4327936 27.5614522)
27.5553619,-99.4443065,3,,,POINT (-99.4443065 27.5553619)
27.5542056,-99.4463906,3,,,POINT (-99.4463906 27.5542056)
27.5553607,-99.445977,3,,,POINT (-99.445977 27.5553607)
27.5535799,-99.4442057,1,turning_circle,,POINT (-99.4442057 27.5535799)
27.5529094,-99.4454554,3,,,POINT (-99.4454554 27.5529094)
27.5525715,-99.4441798,3,,,POINT (-99.4441798 27.5525715)
27.5528343,-99.4437056,3,,,POINT (-99.4437056 27.5528343)
27.5538076,-99.4439589,3,,,POINT (-99.4439589 27.5538076)
27.5533172,-99.4446858,3,,,POINT (-99.4446858 27.5533172)
27.5673109,-99.4527854,1,,,POINT (-99.4527854 27.5673109)
27.5661482,-99.4506806,4,,,POINT (-99.4506806 27.5661482)
27.5678374,-99.4493603,4,,,POINT (-99.4493603 27.5678374)
27.5672528,-99.4498128,4,,,POINT (-99.4498128 27.5672528)
27.5664358,-99.4482636,3,,,POINT (-99.4482636 27.5664358)
27.5673171,-99.448352,1,,,POINT (-99.448352 27.5673171)
27.5657,-99.448838,1,turning_circle,,POINT (-99.448838 27.5657)
27.5649242,-99.447121,1,turning_circle,,POINT (-99.447121 27.5649242)
27.5651988,-99.4480202,1,turning_circle,,POINT (-99.4480202 27.5651988)
27.5749103,-99.4532315,3,,,POINT (-99.4532315 27.5749103)
27.5761907,-99.4501746,3,,,POINT (-99.4501746 27.5761907)
